CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,
0.118637,0.400000,0.400000,0.291047,0.291294,0.291311,0.290992,0.290996,
0.050831,0.400000,0.400000,0.262643,0.262889,0.262906,0.262586,0.262595,
0.037714,0.400000,0.400000,0.265446,0.265696,0.265711,0.265383,0.265390,
0.095881,0.400000,0.400000,0.294315,0.294566,0.294581,0.294252,0.294250,
0.146041,0.400000,0.400000,0.309740,0.309991,0.310007,0.309682,0.309678,
0.118700,0.400000,0.400000,0.291080,0.291328,0.291345,0.291025,0.291029,
0.050871,0.400000,0.400000,0.262650,0.262897,0.262914,0.262594,0.262602,
0.037650,0.400000,0.400000,0.265407,0.265656,0.265671,0.265344,0.265350,
0.095740,0.400000,0.400000,0.294253,0.294503,0.294519,0.294190,0.294187,
0.145991,0.400000,0.400000,0.309732,0.309982,0.309999,0.309675,0.309670,
0.118744,0.400000,0.400000,0.291109,0.291357,0.291375,0.291054,0.291058,
0.050895,0.400000,0.400000,0.262660,0.262907,0.262923,0.262603,0.262613,
0.037569,0.400000,0.400000,0.265359,0.265609,0.265624,0.265296,0.265303,
0.095610,0.400000,0.400000,0.294080,0.294330,0.294347,0.294018,0.294014,
0.145936,0.400000,0.400000,0.309667,0.309916,0.309934,0.309609,0.309603,
0.118793,0.400000,0.400000,0.291134,0.291383,0.291401,0.291081,0.291083,
0.050924,0.400000,0.400000,0.262661,0.262910,0.262924,0.262606,0.262614,
0.037505,0.400000,0.400000,0.265326,0.265575,0.265591,0.265263,0.265270,
0.095504,0.400000,0.400000,0.294163,0.294413,0.294429,0.294099,0.294097,
0.145892,0.400000,0.400000,0.309717,0.309967,0.309984,0.309660,0.309654,
0.118850,0.400000,0.400000,0.291164,0.291412,0.291430,0.291110,0.291113,
0.050966,0.400000,0.400000,0.262680,0.262927,0.262942,0.262623,0.262632,
0.037447,0.400000,0.400000,0.265293,0.265542,0.265558,0.265230,0.265237,
0.095381,0.400000,0.400000,0.294087,0.294337,0.294353,0.294024,0.294022,
0.145827,0.400000,0.400000,0.309694,0.309944,0.309961,0.309637,0.309632,
0.118862,0.400000,0.400000,0.291179,0.291428,0.291445,0.291126,0.291128,
0.050989,0.400000,0.400000,0.262692,0.262940,0.262955,0.262636,0.262645,
0.037363,0.400000,0.400000,0.265251,0.265500,0.265515,0.265187,0.265195,
0.095244,0.400000,0.400000,0.294036,0.294285,0.294302,0.293972,0.293970,
0.145751,0.400000,0.400000,0.309676,0.309926,0.309943,0.309619,0.309613,
0.118918,0.400000,0.400000,0.291213,0.291462,0.291479,0.291159,0.291162,
0.051039,0.400000,0.400000,0.262708,0.262956,0.262972,0.262653,0.262661,
0.037309,0.400000,0.400000,0.265220,0.265469,0.265484,0.265157,0.265163,
0.095119,0.400000,0.400000,0.294009,0.294259,0.294275,0.293946,0.293943,
0.145706,0.400000,0.400000,0.309680,0.309930,0.309947,0.309623,0.309617,
0.118964,0.400000,0.400000,0.291239,0.291488,0.291504,0.291185,0.291188,
0.051066,0.400000,0.400000,0.262716,0.262963,0.262979,0.262660,0.262668,
0.037240,0.400000,0.400000,0.265183,0.265433,0.265447,0.265120,0.265126,
0.094997,0.400000,0.400000,0.293931,0.294182,0.294197,0.293869,0.293866,
0.145644,0.400000,0.400000,0.309656,0.309907,0.309923,0.309599,0.309593,
0.119017,0.400000,0.400000,0.291270,0.291519,0.291536,0.291217,0.291219,
0.051115,0.400000,0.400000,0.262737,0.262984,0.263000,0.262681,0.262689,
0.037183,0.400000,0.400000,0.265151,0.265400,0.265415,0.265087,0.265094,
0.094889,0.400000,0.400000,0.293913,0.294162,0.294179,0.293849,0.293847,
0.145622,0.400000,0.400000,0.309665,0.309915,0.309932,0.309607,0.309602,
0.119112,0.400000,0.400000,0.291313,0.291562,0.291579,0.291260,0.291262,
0.051383,0.400000,0.400000,0.262832,0.263078,0.263094,0.262775,0.262784,
0.037401,0.400000,0.400000,0.265217,0.265466,0.265482,0.265153,0.265160,
0.095045,0.400000,0.400000,0.293969,0.294218,0.294235,0.293906,0.293902,
0.145837,0.400000,0.400000,0.309752,0.310002,0.310019,0.309694,0.309689,
0.119379,0.400000,0.400000,0.291417,0.291665,0.291682,0.291362,0.291366,
0.051455,0.400000,0.400000,0.262855,0.263101,0.263118,0.262798,0.262807,
0.037305,0.400000,0.400000,0.265164,0.265413,0.265429,0.265100,0.265108,
0.094899,0.400000,0.400000,0.293874,0.294124,0.294140,0.293810,0.293809,
0.145768,0.400000,0.400000,0.309726,0.309975,0.309992,0.309667,0.309663,
0.119434,0.400000,0.400000,0.291446,0.291694,0.291711,0.291391,0.291395,
0.051475,0.400000,0.400000,0.262854,0.263101,0.263118,0.262798,0.262807,
0.037196,0.400000,0.400000,0.265110,0.265360,0.265375,0.265047,0.265054,
0.094740,0.400000,0.400000,0.293856,0.294105,0.294122,0.293792,0.293790,
0.145709,0.400000,0.400000,0.309733,0.309982,0.310000,0.309675,0.309669,
0.119461,0.400000,0.400000,0.291457,0.291706,0.291723,0.291403,0.291405,
0.051449,0.400000,0.400000,0.262824,0.263072,0.263088,0.262768,0.262777,
0.037080,0.400000,0.400000,0.265046,0.265295,0.265311,0.264983,0.264990,
0.094597,0.400000,0.400000,0.293796,0.294046,0.294062,0.293733,0.293730,
0.145651,0.400000,0.400000,0.309732,0.309981,0.309999,0.309673,0.309668,
0.119509,0.400000,0.400000,0.291497,0.291745,0.291761,0.291443,0.291445,
0.051477,0.400000,0.400000,0.262840,0.263087,0.263103,0.262784,0.262791,
0.036977,0.400000,0.400000,0.264993,0.265242,0.265258,0.264930,0.264936,
0.094436,0.400000,0.400000,0.293700,0.293950,0.293966,0.293637,0.293634,
0.145596,0.400000,0.400000,0.309707,0.309956,0.309974,0.309649,0.309644,
0.119580,0.400000,0.400000,0.291529,0.291776,0.291794,0.291474,0.291478,
0.051555,0.400000,0.400000,0.262868,0.263113,0.263130,0.262811,0.262819,
0.036940,0.400000,0.400000,0.264970,0.265220,0.265234,0.264906,0.264914,
0.094326,0.400000,0.400000,0.293688,0.293938,0.293953,0.293624,0.293622,
0.145548,0.400000,0.400000,0.309714,0.309965,0.309982,0.309657,0.309651,
0.119647,0.400000,0.400000,0.291569,0.291818,0.291834,0.291516,0.291518,
0.051632,0.400000,0.400000,0.262906,0.263153,0.263168,0.262850,0.262859,
0.036923,0.400000,0.400000,0.264956,0.265205,0.265220,0.264892,0.264900,
0.094212,0.400000,0.400000,0.293526,0.293775,0.293791,0.293462,0.293458,
0.145497,0.400000,0.400000,0.309644,0.309893,0.309911,0.309586,0.309581,
0.119745,0.400000,0.400000,0.291614,0.291862,0.291879,0.291560,0.291564,
0.051733,0.400000,0.400000,0.262935,0.263182,0.263197,0.262879,0.262888,
0.036913,0.400000,0.400000,0.264936,0.265184,0.265199,0.264872,0.264879,
0.094143,0.400000,0.400000,0.293574,0.293823,0.293840,0.293511,0.293508,
0.145510,0.400000,0.400000,0.309709,0.309958,0.309975,0.309651,0.309646,
0.119860,0.400000,0.400000,0.291669,0.291917,0.291935,0.291614,0.291618,
0.051863,0.400000,0.400000,0.262994,0.263241,0.263257,0.262937,0.262946,
0.036920,0.400000,0.400000,0.264933,0.265182,0.265197,0.264870,0.264876,
0.094078,0.400000,0.400000,0.293581,0.293831,0.293847,0.293517,0.293515,
0.145499,0.400000,0.400000,0.309727,0.309977,0.309994,0.309670,0.309664,
0.119955,0.400000,0.400000,0.291715,0.291963,0.291981,0.291660,0.291663,
0.051959,0.400000,0.400000,0.263030,0.263276,0.263293,0.262973,0.262982,
0.036917,0.400000,0.400000,0.264917,0.265165,0.265181,0.264853,0.264860,
0.094025,0.400000,0.400000,0.293528,0.293777,0.293793,0.293464,0.293463,
0.145499,0.400000,0.400000,0.309728,0.309977,0.309995,0.309670,0.309664,
0.120058,0.400000,0.400000,0.291760,0.292008,0.292026,0.291706,0.291708,
0.052065,0.400000,0.400000,0.263067,0.263313,0.263329,0.263010,0.263019,
0.036911,0.400000,0.400000,0.264902,0.265152,0.265166,0.264839,0.264846,
0.093906,0.400000,0.400000,0.293464,0.293714,0.293730,0.293401,0.293399,
0.145434,0.400000,0.400000,0.309697,0.309946,0.309963,0.309638,0.309633,
0.120094,0.400000,0.400000,0.291783,0.292032,0.292049,0.291729,0.291732,
0.052100,0.400000,0.400000,0.263081,0.263328,0.263345,0.263025,0.263034,
0.036847,0.400000,0.400000,0.264868,0.265117,0.265132,0.264805,0.264812,
0.093798,0.400000,0.400000,0.293451,0.293700,0.293716,0.293386,0.293384,
0.145381,0.400000,0.400000,0.309700,0.309949,0.309966,0.309641,0.309636,
0.120169,0.400000,0.400000,0.291824,0.292072,0.292089,0.291769,0.291772,
0.052171,0.400000,0.400000,0.263107,0.263353,0.263369,0.263050,0.263059,
0.036797,0.400000,0.400000,0.264835,0.265084,0.265098,0.264771,0.264778,
0.093661,0.400000,0.400000,0.293395,0.293644,0.293660,0.293331,0.293328,
0.145320,0.400000,0.400000,0.309689,0.309939,0.309955,0.309630,0.309625,
0.120243,0.400000,0.400000,0.291861,0.292110,0.292127,0.291808,0.291811,
0.052578,0.400000,0.400000,0.263252,0.263498,0.263514,0.263196,0.263204,
0.037187,0.400000,0.400000,0.264955,0.265205,0.265220,0.264893,0.264899,
0.093968,0.400000,0.400000,0.293487,0.293737,0.293753,0.293424,0.293421,
0.145696,0.400000,0.400000,0.309821,0.310070,0.310088,0.309763,0.309757,
0.120685,0.400000,0.400000,0.292020,0.292269,0.292286,0.291967,0.291969,
0.052657,0.400000,0.400000,0.263273,0.263519,0.263535,0.263216,0.263225,
0.036994,0.400000,0.400000,0.264872,0.265120,0.265137,0.264807,0.264815,
0.093716,0.400000,0.400000,0.293398,0.293648,0.293664,0.293335,0.293332,
0.145517,0.400000,0.400000,0.309771,0.310021,0.310038,0.309714,0.309708,
0.120610,0.400000,0.400000,0.292010,0.292258,0.292275,0.291956,0.291958,
0.052591,0.400000,0.400000,0.263256,0.263503,0.263519,0.263200,0.263209,
0.036854,0.400000,0.400000,0.264814,0.265063,0.265079,0.264752,0.264758,
0.093520,0.400000,0.400000,0.293323,0.293573,0.293589,0.293259,0.293257,
0.145396,0.400000,0.400000,0.309738,0.309988,0.310005,0.309680,0.309675,
0.120632,0.400000,0.400000,0.292031,0.292280,0.292297,0.291977,0.291981,
0.052643,0.400000,0.400000,0.263276,0.263524,0.263539,0.263221,0.263229,
0.036781,0.400000,0.400000,0.264770,0.265019,0.265034,0.264707,0.264714,
0.093346,0.400000,0.400000,0.293218,0.293468,0.293485,0.293156,0.293152,
0.145314,0.400000,0.400000,0.309711,0.309962,0.309979,0.309655,0.309648,
0.120688,0.400000,0.400000,0.292064,0.292312,0.292329,0.292010,0.292013,
0.052642,0.400000,0.400000,0.263264,0.263510,0.263527,0.263207,0.263216,
0.036654,0.400000,0.400000,0.264705,0.264953,0.264969,0.264641,0.264648,
0.093177,0.400000,0.400000,0.293185,0.293434,0.293451,0.293122,0.293119,
0.145156,0.400000,0.400000,0.309671,0.309920,0.309937,0.309613,0.309607,
0.120468,0.400000,0.400000,0.291994,0.292242,0.292258,0.291940,0.291942,
0.052394,0.400000,0.400000,0.263188,0.263435,0.263450,0.263131,0.263139,
0.036337,0.400000,0.400000,0.264587,0.264836,0.264851,0.264524,0.264531,
0.092827,0.400000,0.400000,0.293063,0.293312,0.293329,0.293000,0.292997,
0.144966,0.400000,0.400000,0.309629,0.309879,0.309895,0.309571,0.309566,
0.120566,0.400000,0.400000,0.292055,0.292303,0.292320,0.292000,0.292003,
0.052517,0.400000,0.400000,0.263233,0.263479,0.263496,0.263177,0.263186,
0.036344,0.400000,0.400000,0.264572,0.264821,0.264837,0.264509,0.264517,
0.092742,0.400000,0.400000,0.292892,0.293142,0.293158,0.292829,0.292827,
0.144960,0.400000,0.400000,0.309553,0.309804,0.309820,0.309496,0.309490,
0.120701,0.400000,0.400000,0.292106,0.292354,0.292370,0.292052,0.292053,
0.052642,0.400000,0.400000,0.263267,0.263513,0.263529,0.263211,0.263219,
0.036339,0.400000,0.400000,0.264553,0.264802,0.264818,0.264490,0.264497,
0.092677,0.400000,0.400000,0.292994,0.293244,0.293259,0.292930,0.292928,
0.144960,0.400000,0.400000,0.309644,0.309894,0.309911,0.309586,0.309580,
0.120786,0.400000,0.400000,0.292150,0.292399,0.292416,0.292096,0.292098,
0.052725,0.400000,0.400000,0.263304,0.263550,0.263565,0.263247,0.263255,
0.036320,0.400000,0.400000,0.264538,0.264787,0.264802,0.264475,0.264482,
0.092589,0.400000,0.400000,0.292950,0.293200,0.293216,0.292886,0.292884,
0.144954,0.400000,0.400000,0.309649,0.309899,0.309916,0.309591,0.309586,
0.120910,0.400000,0.400000,0.292205,0.292453,0.292470,0.292150,0.292153,
0.052826,0.400000,0.400000,0.263332,0.263578,0.263594,0.263275,0.263283,
0.036285,0.400000,0.400000,0.264497,0.264746,0.264761,0.264434,0.264440,
0.092501,0.400000,0.400000,0.292847,0.293097,0.293113,0.292784,0.292781,
0.144977,0.400000,0.400000,0.309657,0.309907,0.309924,0.309599,0.309593,
0.121066,0.400000,0.400000,0.292276,0.292523,0.292540,0.292221,0.292224,
0.052983,0.400000,0.400000,0.263390,0.263637,0.263652,0.263333,0.263342,
0.036306,0.400000,0.400000,0.264497,0.264747,0.264762,0.264434,0.264441,
0.092422,0.400000,0.400000,0.292883,0.293132,0.293149,0.292820,0.292817,
0.144948,0.400000,0.400000,0.309679,0.309928,0.309946,0.309621,0.309615,
0.121130,0.400000,0.400000,0.292310,0.292558,0.292575,0.292256,0.292258,
0.053041,0.400000,0.400000,0.263413,0.263659,0.263676,0.263357,0.263365,
0.036249,0.400000,0.400000,0.264464,0.264712,0.264728,0.264401,0.264408,
0.092299,0.400000,0.400000,0.292826,0.293076,0.293091,0.292763,0.292760,
0.144907,0.400000,0.400000,0.309668,0.309918,0.309935,0.309610,0.309604,
0.121232,0.400000,0.400000,0.292359,0.292607,0.292624,0.292305,0.292306,
0.053130,0.400000,0.400000,0.263442,0.263688,0.263704,0.263386,0.263394,
0.036209,0.400000,0.400000,0.264430,0.264680,0.264695,0.264368,0.264375,
0.092182,0.400000,0.400000,0.292756,0.293006,0.293022,0.292693,0.292691,
0.144870,0.400000,0.400000,0.309657,0.309907,0.309924,0.309599,0.309594,
0.121325,0.400000,0.400000,0.292403,0.292651,0.292669,0.292349,0.292352,
0.053383,0.400000,0.400000,0.263529,0.263776,0.263792,0.263473,0.263481,
0.036409,0.400000,0.400000,0.264484,0.264734,0.264750,0.264422,0.264428,
0.092286,0.400000,0.400000,0.292799,0.293050,0.293067,0.292736,0.292734,
0.145037,0.400000,0.400000,0.309729,0.309979,0.309997,0.309672,0.309665,
0.121619,0.400000,0.400000,0.292517,0.292764,0.292782,0.292463,0.292464,
0.053496,0.400000,0.400000,0.263563,0.263810,0.263826,0.263507,0.263515,
0.036286,0.400000,0.400000,0.264421,0.264670,0.264686,0.264359,0.264366,
0.092081,0.400000,0.400000,0.292725,0.292975,0.292991,0.292662,0.292660,
0.144934,0.400000,0.400000,0.309716,0.309965,0.309982,0.309658,0.309653,
0.121632,0.400000,0.400000,0.292540,0.292788,0.292804,0.292485,0.292487,
0.053508,0.400000,0.400000,0.263569,0.263816,0.263832,0.263513,0.263521,
0.036174,0.400000,0.400000,0.264365,0.264613,0.264630,0.264302,0.264308,
0.091901,0.400000,0.400000,0.292630,0.292881,0.292896,0.292567,0.292564,
0.144845,0.400000,0.400000,0.309690,0.309940,0.309956,0.309632,0.309626,
0.121663,0.400000,0.400000,0.292564,0.292812,0.292830,0.292509,0.292512,
0.053539,0.400000,0.400000,0.263579,0.263826,0.263841,0.263523,0.263531,
0.036109,0.400000,0.400000,0.264328,0.264578,0.264593,0.264265,0.264272,
0.091785,0.400000,0.400000,0.292606,0.292857,0.292873,0.292544,0.292541,
0.144805,0.400000,0.400000,0.309691,0.309941,0.309958,0.309634,0.309627,
0.121751,0.400000,0.400000,0.292602,0.292851,0.292868,0.292548,0.292550,
0.053605,0.400000,0.400000,0.263597,0.263843,0.263860,0.263541,0.263548,
0.036055,0.400000,0.400000,0.264290,0.264538,0.264553,0.264226,0.264232,
0.091676,0.400000,0.400000,0.292564,0.292814,0.292830,0.292501,0.292499,
0.144774,0.400000,0.400000,0.309694,0.309944,0.309961,0.309637,0.309631,
0.121835,0.400000,0.400000,0.292648,0.292896,0.292913,0.292593,0.292596,
0.053689,0.400000,0.400000,0.263632,0.263878,0.263894,0.263575,0.263584,
0.036021,0.400000,0.400000,0.264264,0.264513,0.264529,0.264201,0.264208,
0.091548,0.400000,0.400000,0.292479,0.292729,0.292745,0.292415,0.292413,
0.144721,0.400000,0.400000,0.309677,0.309926,0.309943,0.309618,0.309613,
0.121912,0.400000,0.400000,0.292689,0.292938,0.292954,0.292635,0.292637,
0.053755,0.400000,0.400000,0.263651,0.263898,0.263914,0.263595,0.263604,
0.035952,0.400000,0.400000,0.264221,0.264470,0.264486,0.264158,0.264166,
0.091399,0.400000,0.400000,0.292420,0.292670,0.292687,0.292358,0.292355,
0.144673,0.400000,0.400000,0.309669,0.309919,0.309936,0.309612,0.309606,
0.121987,0.400000,0.400000,0.292730,0.292979,0.292996,0.292677,0.292679,
0.053826,0.400000,0.400000,0.263680,0.263927,0.263943,0.263624,0.263633,
0.035896,0.400000,0.400000,0.264188,0.264438,0.264453,0.264125,0.264132,
0.091281,0.400000,0.400000,0.292404,0.292654,0.292670,0.292341,0.292338,
0.144631,0.400000,0.400000,0.309686,0.309935,0.309953,0.309628,0.309622,
0.122057,0.400000,0.400000,0.292766,0.293014,0.293031,0.292711,0.292713,
0.053890,0.400000,0.400000,0.263698,0.263945,0.263961,0.263642,0.263651,
0.035844,0.400000,0.400000,0.264149,0.264398,0.264414,0.264086,0.264093,
0.091148,0.400000,0.400000,0.292312,0.292563,0.292578,0.292248,0.292247,
0.144579,0.400000,0.400000,0.309661,0.309911,0.309928,0.309603,0.309597,
0.122161,0.400000,0.400000,0.292818,0.293067,0.293084,0.292764,0.292766,
0.053967,0.400000,0.400000,0.263722,0.263969,0.263986,0.263667,0.263675,
0.035800,0.400000,0.400000,0.264115,0.264365,0.264381,0.264053,0.264060,
0.091021,0.400000,0.400000,0.292248,0.292498,0.292515,0.292186,0.292184,
0.144525,0.400000,0.400000,0.309653,0.309903,0.309920,0.309595,0.309589,
0.122242,0.400000,0.400000,0.292858,0.293107,0.293124,0.292805,0.292807,
0.054058,0.400000,0.400000,0.263757,0.264003,0.264018,0.263700,0.263708,
0.035742,0.400000,0.400000,0.264082,0.264330,0.264346,0.264019,0.264026,
0.090884,0.400000,0.400000,0.292234,0.292483,0.292500,0.292170,0.292168,
0.144468,0.400000,0.400000,0.309654,0.309904,0.309921,0.309596,0.309589,
0.122347,0.400000,0.400000,0.292913,0.293161,0.293180,0.292859,0.292861,
0.054154,0.400000,0.400000,0.263789,0.264035,0.264052,0.263733,0.263742,
0.035698,0.400000,0.400000,0.264042,0.264291,0.264306,0.263979,0.263986,
0.090764,0.400000,0.400000,0.292155,0.292405,0.292421,0.292091,0.292090,
0.144469,0.400000,0.400000,0.309662,0.309911,0.309929,0.309604,0.309598,
0.122470,0.400000,0.400000,0.292965,0.293213,0.293230,0.292911,0.292913,
0.054256,0.400000,0.400000,0.263812,0.264058,0.264076,0.263757,0.263764,
0.035649,0.400000,0.400000,0.264002,0.264251,0.264267,0.263940,0.263946,
0.090668,0.400000,0.400000,0.292151,0.292401,0.292417,0.292088,0.292085,
0.144464,0.400000,0.400000,0.309688,0.309937,0.309956,0.309630,0.309624,
0.122594,0.400000,0.400000,0.293024,0.293272,0.293290,0.292968,0.292972,
0.054447,0.400000,0.400000,0.263884,0.264130,0.264146,0.263826,0.263836,
0.035744,0.400000,0.400000,0.264020,0.264269,0.264285,0.263957,0.263965,
0.090671,0.400000,0.400000,0.292139,0.292388,0.292405,0.292075,0.292074,
0.144530,0.400000,0.400000,0.309720,0.309969,0.309987,0.309661,0.309656,
0.122805,0.400000,0.400000,0.293110,0.293357,0.293375,0.293055,0.293057,
0.054575,0.400000,0.400000,0.263923,0.264169,0.264186,0.263867,0.263876,
0.035685,0.400000,0.400000,0.263977,0.264227,0.264243,0.263915,0.263922,
0.090510,0.400000,0.400000,0.292037,0.292288,0.292304,0.291974,0.291973,
0.144477,0.400000,0.400000,0.309701,0.309952,0.309970,0.309644,0.309638,
0.122863,0.400000,0.400000,0.293146,0.293395,0.293413,0.293092,0.293095,
0.054637,0.400000,0.400000,0.263954,0.264202,0.264217,0.263899,0.263907,
0.035631,0.400000,0.400000,0.263952,0.264201,0.264217,0.263889,0.263895,
0.090385,0.400000,0.400000,0.292025,0.292274,0.292291,0.291961,0.291959,
0.144427,0.400000,0.400000,0.309715,0.309965,0.309982,0.309657,0.309652,
0.122981,0.400000,0.400000,0.293208,0.293455,0.293472,0.293153,0.293156,
0.054770,0.400000,0.400000,0.264002,0.264248,0.264264,0.263946,0.263954,
0.035609,0.400000,0.400000,0.263921,0.264170,0.264185,0.263858,0.263865,
0.090276,0.400000,0.400000,0.291972,0.292223,0.292238,0.291908,0.291906,
0.144418,0.400000,0.400000,0.309720,0.309970,0.309986,0.309661,0.309655,
0.123116,0.400000,0.400000,0.293265,0.293513,0.293530,0.293211,0.293212,
0.054877,0.400000,0.400000,0.264026,0.264273,0.264289,0.263970,0.263977,
0.035555,0.400000,0.400000,0.263871,0.264121,0.264136,0.263809,0.263815,
0.090139,0.400000,0.400000,0.291887,0.292137,0.292152,0.291824,0.291821,
0.144380,0.400000,0.400000,0.309712,0.309960,0.309978,0.309652,0.309646,
0.123224,0.400000,0.400000,0.293318,0.293566,0.293583,0.293263,0.293266,
0.054963,0.400000,0.400000,0.264057,0.264304,0.264320,0.264001,0.264010,
0.035511,0.400000,0.400000,0.263842,0.264091,0.264106,0.263779,0.263786,
0.090026,0.400000,0.400000,0.291868,0.292118,0.292133,0.291804,0.291802,
0.144335,0.400000,0.400000,0.309714,0.309964,0.309980,0.309655,0.309650,
0.123284,0.400000,0.400000,0.293351,0.293599,0.293617,0.293297,0.293300,
0.055029,0.400000,0.400000,0.264085,0.264332,0.264348,0.264029,0.264037,
0.035448,0.400000,0.400000,0.263804,0.264052,0.264068,0.263741,0.263747,
0.089885,0.400000,0.400000,0.291791,0.292040,0.292057,0.291726,0.291725,
0.144271,0.400000,0.400000,0.309690,0.309940,0.309956,0.309632,0.309626,
0.123366,0.400000,0.400000,0.293396,0.293644,0.293661,0.293342,0.293344,
0.055129,0.400000,0.400000,0.264123,0.264370,0.264387,0.264068,0.264076,
0.035400,0.400000,0.400000,0.263767,0.264016,0.264030,0.263704,0.263711,
0.089742,0.400000,0.400000,0.291724,0.291974,0.291990,0.291661,0.291659,
0.144220,0.400000,0.400000,0.309686,0.309936,0.309953,0.309628,0.309623,
0.123485,0.400000,0.400000,0.293454,0.293702,0.293719,0.293400,0.293402,
0.055225,0.400000,0.400000,0.264152,0.264399,0.264416,0.264097,0.264105,
0.035348,0.400000,0.400000,0.263730,0.263978,0.263994,0.263667,0.263674,
0.089607,0.400000,0.400000,0.291695,0.291945,0.291960,0.291633,0.291630,
0.144184,0.400000,0.400000,0.309703,0.309953,0.309970,0.309645,0.309639,
0.123576,0.400000,0.400000,0.293501,0.293749,0.293766,0.293446,0.293449,
0.055328,0.400000,0.400000,0.264188,0.264434,0.264451,0.264131,0.264140,
0.035301,0.400000,0.400000,0.263687,0.263936,0.263952,0.263624,0.263632,
0.089462,0.400000,0.400000,0.291593,0.291842,0.291858,0.291529,0.291526,
0.144133,0.400000,0.400000,0.309687,0.309937,0.309954,0.309629,0.309623,
0.123670,0.400000,0.400000,0.293549,0.293799,0.293814,0.293496,0.293498,
0.055402,0.400000,0.400000,0.264219,0.264465,0.264481,0.264162,0.264171,
0.035236,0.400000,0.400000,0.263653,0.263902,0.263918,0.263590,0.263598,
0.089321,0.400000,0.400000,0.291556,0.291807,0.291822,0.291492,0.291491,
0.144079,0.400000,0.400000,0.309691,0.309941,0.309957,0.309632,0.309627,
0.123743,0.400000,0.400000,0.293591,0.293840,0.293856,0.293538,0.293539,
0.055480,0.400000,0.400000,0.264247,0.264493,0.264509,0.264191,0.264198,
0.035195,0.400000,0.400000,0.263625,0.263875,0.263890,0.263563,0.263570,
0.089205,0.400000,0.400000,0.291534,0.291786,0.291801,0.291471,0.291470,
0.144060,0.400000,0.400000,0.309706,0.309956,0.309973,0.309648,0.309642,
0.123867,0.400000,0.400000,0.293648,0.293896,0.293915,0.293594,0.293597,
0.055600,0.400000,0.400000,0.264283,0.264529,0.264546,0.264226,0.264235,
0.035171,0.400000,0.400000,0.263593,0.263842,0.263857,0.263530,0.263537,
0.089110,0.400000,0.400000,0.291495,0.291746,0.291762,0.291432,0.291430,
0.144058,0.400000,0.400000,0.309723,0.309972,0.309990,0.309664,0.309659,
0.124004,0.400000,0.400000,0.293709,0.293957,0.293975,0.293655,0.293657,
0.055806,0.400000,0.400000,0.264351,0.264598,0.264613,0.264295,0.264303,
0.035268,0.400000,0.400000,0.263600,0.263850,0.263865,0.263539,0.263546,
0.089114,0.400000,0.400000,0.291458,0.291709,0.291724,0.291396,0.291393,
0.144166,0.400000,0.400000,0.309765,0.310016,0.310031,0.309707,0.309701,
0.124248,0.400000,0.400000,0.293812,0.294060,0.294076,0.293757,0.293759,
0.055941,0.400000,0.400000,0.264398,0.264645,0.264661,0.264342,0.264350,
0.035187,0.400000,0.400000,0.263556,0.263806,0.263820,0.263493,0.263500,
0.088945,0.400000,0.400000,0.291420,0.291670,0.291686,0.291357,0.291354,
0.144098,0.400000,0.400000,0.309768,0.310017,0.310035,0.309710,0.309703,
0.124335,0.400000,0.400000,0.293857,0.294105,0.294123,0.293803,0.293805,
0.056031,0.400000,0.400000,0.264426,0.264672,0.264688,0.264368,0.264378,
0.035123,0.400000,0.400000,0.263505,0.263755,0.263770,0.263442,0.263452,
0.088795,0.400000,0.400000,0.291355,0.291605,0.291620,0.291291,0.291291,
0.144042,0.400000,0.400000,0.309761,0.310011,0.310029,0.309703,0.309699,
0.124422,0.400000,0.400000,0.293900,0.294147,0.294166,0.293845,0.293848,
0.056117,0.400000,0.400000,0.264445,0.264691,0.264708,0.264389,0.264397,
0.035096,0.400000,0.400000,0.263476,0.263725,0.263740,0.263413,0.263420,
0.088696,0.400000,0.400000,0.291299,0.291550,0.291565,0.291236,0.291234,
0.144044,0.400000,0.400000,0.309778,0.310028,0.310045,0.309720,0.309715,
0.124572,0.400000,0.400000,0.293970,0.294219,0.294236,0.293916,0.293918,
0.056271,0.400000,0.400000,0.264504,0.264751,0.264767,0.264449,0.264457,
0.035076,0.400000,0.400000,0.263451,0.263700,0.263715,0.263388,0.263396,
0.088549,0.400000,0.400000,0.291253,0.291502,0.291518,0.291189,0.291187,
0.143976,0.400000,0.400000,0.309769,0.310019,0.310035,0.309711,0.309705,
0.124687,0.400000,0.400000,0.294027,0.294276,0.294292,0.293972,0.293975,
0.056383,0.400000,0.400000,0.264546,0.264794,0.264809,0.264491,0.264499,
0.035050,0.400000,0.400000,0.263424,0.263673,0.263688,0.263361,0.263369,
0.088435,0.400000,0.400000,0.291197,0.291447,0.291464,0.291134,0.291132,
0.143949,0.400000,0.400000,0.309769,0.310019,0.310036,0.309711,0.309705,
0.124799,0.400000,0.400000,0.294082,0.294330,0.294347,0.294027,0.294029,
0.056512,0.400000,0.400000,0.264597,0.264843,0.264859,0.264541,0.264549,
0.035018,0.400000,0.400000,0.263395,0.263644,0.263658,0.263331,0.263339,
0.088302,0.400000,0.400000,0.291074,0.291324,0.291340,0.291009,0.291008,
0.143894,0.400000,0.400000,0.309713,0.309963,0.309979,0.309654,0.309648,
